id,free links,access links
15734353,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00670-6
15734359,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00621-4
15734360,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00664-0
15734361,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00619-6
15734362,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00700-1
15734363,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00680-9
15734365,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00733-5
15734366,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00682-2
15737657,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01257-0
15737658,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01290-9
15737663,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01294-6
15748841,,https://linkinghub.elsevier.com/retrieve/pii/S0896-6273(05)00156-X
15766634,,https://linkinghub.elsevier.com/retrieve/pii/S0925-4927(04)00156-8
15766765,,https://linkinghub.elsevier.com/retrieve/pii/S0093-934X(04)00221-4
15766766,,https://linkinghub.elsevier.com/retrieve/pii/S0093-934X(04)00222-6
15769488,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00272-6
15769492,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00268-4
15769494,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00264-7
15769497,,https://linkinghub.elsevier.com/retrieve/pii/S0094-730X(04)00072-5
15777860,,https://doi.org/10.1016/j.pain.2004.12.036
15777865,,https://doi.org/10.1016/j.pain.2005.01.005
15780849,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01381-2
15784412,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00736-0
15784419,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00755-4
15784423,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00756-6
15784424,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(05)00026-1
15784428,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00734-7
15784430,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00803-1
15784435,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00657-3
15784437,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00707-4
15784438,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00675-5
15784440,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(05)00003-0
15784441,,https://hdl.handle.net/2268/3626
15795134,,https://escholarship.org/uc/item/9724n8vx
15795135,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(05)00011-X
15795138,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(05)00058-3
15795139,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(05)00002-9
15808968,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00751-7
15808970,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00727-X
15808973,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00732-3
15808975,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00718-9
15808982,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00784-0
15808984,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00757-8
15808988,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00722-0
15808989,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00805-5
15808990,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00781-5
15808991,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15808991/,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00763-3
15808992,,https://escholarship.org/uc/item/3kx9b0tv
15808994,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00752-9
15808995,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00768-2
